item_id,recommend,sentiment_analysis,year,developer
55230,True,2,2014,Volition
620,True,2,2014,Valve
4000,True,2,2023,Facepunch Studios
346900,True,2,2015,Hyper Hippo Games
209080,True,2,2014,Muse Games
34900,True,2,2014,Invent4 Entertainment
359050,True,2,2015,marbenx
394360,True,2,2023,Paradox Development Studio
10,True,2,2015,Valve
245620,True,2,2015,Haemimont Games
25890,True,2,2014,Paradox Development Studio
300,True,2,2015,Valve
250900,True,2,2015,"Nicalis, Inc."
342200,True,2,2015,Piranha Games Inc.
275850,True,2,2023,Hello Games
412740,True,2,2023,
374570,True,2,2015,
570,True,2,2014,
10180,True,2,2014,"Infinity Ward,Aspyr (Mac)"
218620,True,2,2014,
231430,True,2,2023,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
49520,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)"
4000,True,2,2015,Facepunch Studios
10180,True,2,2013,"Infinity Ward,Aspyr (Mac)"
211820,True,2,2013,Chucklefish
256290,True,2,2014,Ubisoft Montréal
244710,True,2,2015,Might and Delight
207610,True,2,2013,Telltale Games
349040,True,2,2023,CyberConnect2 Co. Ltd.
330830,True,2,2015,Telltale Games
22380,True,2,2015,Obsidian Entertainment
352460,True,2,2015,Section Studios
377160,True,2,2015,Bethesda Game Studios
105600,True,2,2014,Re-Logic
203770,True,2,2014,Paradox Development Studio
25890,True,2,2014,Paradox Development Studio
313120,True,2,2015,Beam Team Games
218620,True,2,2014,
440,True,2,2014,Valve
200260,True,2,2013,"Rocksteady Studios,Feral Interactive (Mac)"
110800,True,2,2013,"Team Bondi,Rockstar Leeds"
550,True,2,2013,Valve
252950,True,2,2015,"Psyonix, Inc."
570,True,2,2015,
4000,True,2,2014,Facepunch Studios
4000,True,2,2014,Facepunch Studios
232790,True,2,2014,Double Fine Productions
45770,True,2,2014,Capcom Vancouver
63500,True,2,2023,Ronimo Games
311660,True,2,2023,800 North and Digital Ranch
70000,True,2,2023,800 North and Digital Ranch
304930,True,2,2014,Smartly Dressed Games
440,True,2,2012,Valve
1250,True,2,2011,Tripwire Interactive
4000,True,2,2011,Facepunch Studios
440,True,2,2012,Valve
291010,True,2,2015,Game Mechanics
256290,True,2,2014,Ubisoft Montréal
22370,True,2,2015,Bethesda Game Studios
383080,True,2,2015,
238460,True,2,2015,The Behemoth
8930,True,2,2015,"Firaxis Games,Aspyr (Mac, Linux)"
17460,True,2,2014,BioWare
417860,True,2,2015,Kyle Seeley
282740,True,2,2014,Last Limb LLC
230410,True,2,2015,Digital Extremes
1250,True,2,2013,Tripwire Interactive
206190,True,2,2014,Suspicious Developments
242760,True,2,2023,Endnight Games Ltd
252950,True,2,2015,"Psyonix, Inc."
242760,True,2,2014,Endnight Games Ltd
440,True,2,2015,Valve
1840,True,2,2023,Valve
113020,True,2,2015,Pocketwatch Games
730,True,2,2014,Valve
383870,True,2,2023,Campo Santo
218230,True,2,2014,Daybreak Game Company
39120,True,2,2014,Trion Worlds
48720,True,2,2014,TaleWorlds Entertainment
391540,True,2,2023,tobyfox
730,True,2,2014,Valve
4000,True,2,2015,Facepunch Studios
107410,True,2,2014,Bohemia Interactive
440,True,2,2015,Valve
444090,True,2,2023,Hi-Rez Studios
104900,True,2,2014,"Trek Industries, Inc"
239250,True,2,2014,MercurySteam
232090,True,2,2015,Tripwire Interactive
4000,True,2,2015,Facepunch Studios
219150,True,2,2013,Dennaton Games
8870,True,2,2014,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
440,True,2,2014,Valve
440,True,2,2014,Valve
239140,True,2,2015,Techland
33930,True,2,2014,Bohemia Interactive
440,True,2,2014,Valve
47410,True,2,2015,FireFly Studios
265210,True,2,2015,
221100,True,2,2015,Bohemia Interactive
252490,True,2,2023,Facepunch Studios
730,True,2,2015,Valve
440,True,2,2013,Valve
242860,True,2,2023,"M2H,Blackmill Games"
333930,True,2,2015,Splash Damage
311210,True,2,2015,Treyarch
72850,True,2,2014,
570,True,2,2014,
206500,True,2,2013,Carbon Games
730,True,2,2014,Valve
4000,True,2,2014,Facepunch Studios
440,True,2,2013,Valve
55230,True,2,2014,Volition
55230,True,2,2014,Volition
4000,True,2,2023,Facepunch Studios
9450,True,2,2014,Relic Entertainment
236390,True,2,2023,
105600,True,2,2013,Re-Logic
70400,True,2,2014,EasyGameStation
570,True,2,2013,
105600,True,2,2011,Re-Logic
72850,True,2,2014,
216250,True,2,2013,
497850,True,2,2023,Petroglyph
218620,True,2,2015,
233450,True,2,2014,Introversion Software
4000,True,2,2013,Facepunch Studios
346110,True,2,2023,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
570,True,2,2012,
50130,True,2,2023,"2K Czech,Feral Interactive (Mac)"
730,True,2,2015,Valve
440,True,2,2014,Valve
200510,True,2,2014,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
223470,True,2,2015,Running With Scissors
730,True,2,2015,Valve
4000,True,2,2015,Facepunch Studios
376570,True,2,2023,Carbine Studios
221910,True,2,2013,Galactic Cafe
346900,True,2,2015,Hyper Hippo Games
397340,True,2,2023,"Jundroo, LLC"
274940,True,2,2015,Digital Confectioners
304930,True,2,2014,Smartly Dressed Games
730,True,2,2014,Valve
203160,True,2,2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
22380,True,2,2023,Obsidian Entertainment
12110,True,2,2015,Rockstar Games
270550,True,2,2023,Awesome Games Studio
299740,True,2,2023,Entrada Interactive LLC
274940,True,2,2015,Digital Confectioners
226320,True,2,2023,
235600,True,2,2023,Ubisoft Toronto
730,True,2,2015,Valve
391540,True,2,2023,tobyfox
265630,True,2,2014,Fistful of Frags Team
241930,True,2,2014,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
220240,True,2,2014,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
239820,True,2,2015,Greenheart Games
311210,True,2,2015,Treyarch
440,True,2,2013,Valve
211820,True,2,2014,Chucklefish
4000,True,2,2015,Facepunch Studios
550,True,2,2014,Valve
1840,True,2,2014,Valve
440,True,2,2023,Valve
208090,True,2,2014,Edge of Reality
252490,True,2,2014,Facepunch Studios
221260,True,2,2013,Tomorrow Corporation
72850,True,2,2023,
72850,True,2,2014,
440,True,2,2013,Valve
219740,True,2,2013,
730,True,2,2015,Valve
427520,True,2,2023,Wube Software LTD.
570,True,2,2014,
1250,True,2,2013,Tripwire Interactive
374320,True,2,2023,"FromSoftware, Inc."
105600,True,2,2014,Re-Logic
105600,True,2,2015,Re-Logic
299360,True,2,2015,"Jagex,Artplant"
247000,True,2,2014,Nomad Games
34900,True,2,2015,Invent4 Entertainment
261570,True,2,2015,Moon Studios GmbH
200210,True,2,2015,Wild Shadow Studios
203140,True,2,2015,"Io-Interactive A/S,Feral Interactive (Mac)"
266430,True,2,2015,Elijah Newman-Gomez
1510,True,2,2015,Introversion Software
200510,True,2,2015,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
22450,True,2,2015,inXile Entertainment
418340,True,2,2015,Rooster Teeth Games
208670,True,2,2015,Gaijin Entertainment Corporation
102500,True,2,2015,"Big Huge Games,38 Studios"
230410,True,2,2013,Digital Extremes
730,True,2,2014,Valve
222900,True,2,2014,
108600,True,2,2014,The Indie Stone
220050,True,2,2023,
292030,True,2,2015,
249130,True,2,2014,Traveller's Tales
261030,True,2,2013,Telltale Games
220,True,2,2014,Valve
236430,True,2,2014,"FromSoftware, Inc"
208580,True,2,2015,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)"
236430,True,2,2014,"FromSoftware, Inc"
49520,True,2,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)"
350080,True,2,2015,MachineGames
219640,True,2,2015,Torn Banner Studios
244850,True,2,2014,
440,True,2,2023,Valve
377160,True,2,2023,Bethesda Game Studios
221100,True,2,2014,Bohemia Interactive
410320,True,2,2023,SANDLOT
249130,True,2,2015,Traveller's Tales
265930,True,2,2014,Coffee Stain Studios
39210,True,2,2015,Square Enix
323470,True,2,2015,DIMPS
248820,True,2,2023,"Hopoo Games, LLC"
211420,True,2,2015,FromSoftware
440,True,2,2014,Valve
730,True,2,2014,Valve
393380,True,2,2015,Offworld Industries
730,True,2,2014,Valve
391540,True,2,2015,tobyfox
417860,True,2,2015,Kyle Seeley
238460,True,2,2015,The Behemoth
255480,True,2,2014,
620,True,2,2014,Valve
240,True,2,2014,Valve
4000,True,2,2014,Facepunch Studios
245550,True,2,2014,
440,True,2,2014,Valve
304930,True,2,2014,Smartly Dressed Games
39150,True,2,2013,Square Enix
570,True,2,2014,
250260,True,2,2014,Necrophone Games
292030,True,2,2015,
242760,True,2,2014,Endnight Games Ltd
43160,True,2,2013,
730,True,2,2014,Valve
730,True,2,2012,Valve
223710,True,2,2013,Team Psykskallar
91310,True,2,2013,
270370,True,2,2014,Vortal Storm
231430,True,2,2015,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
374570,True,2,2015,
304930,True,2,2014,Smartly Dressed Games
394380,True,2,2023,Pinterac
252950,True,2,2015,"Psyonix, Inc."
288470,True,2,2014,Lionhead Studios
221680,True,2,2013,Ubisoft - San Francisco
331500,True,2,2015,Hesketh Studios
491130,True,2,2023,Maxime Vézina
218620,True,2,2015,
65980,True,2,2015,"Firaxis Games,Aspyr (Mac, Linux)"
304030,True,2,2015,XLGAMES
204300,True,2,2014,Ronimo Games
301520,True,2,2015,Freejam
40100,True,2,2015,Gas Powered Games
219830,True,2,2015,Transhuman Design
252490,True,2,2014,Facepunch Studios
227180,True,2,2015,Reverie World Studios
413150,True,2,2023,ConcernedApe
236390,True,2,2013,
105600,True,2,2014,Re-Logic
346900,True,2,2015,Hyper Hippo Games
221380,True,2,2023,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
212070,True,2,2023,Star Gem Inc.
444090,True,2,2023,Hi-Rez Studios
99900,True,2,2014,Grey Havens
204300,True,2,2014,Ronimo Games
4000,True,2,2014,Facepunch Studios
8870,True,2,2015,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
252490,True,2,2014,Facepunch Studios
221380,True,2,2023,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
570,True,2,2015,
440,True,2,2015,Valve
41000,True,2,2014,Croteam
17500,True,2,2014,Zombie Panic Team
250900,True,2,2015,"Nicalis, Inc."
219740,True,2,2015,
228300,True,2,2013,DONTNOD Entertainment
17410,True,2,2012,DICE
325723,True,2,2015,Techland
570,True,2,2015,
730,True,2,2015,Valve
440,True,2,2014,Valve
335820,True,2,2015,SoftStar
204360,True,2,2015,The Behemoth
383870,True,2,2023,Campo Santo
301520,True,2,2014,Freejam
7670,True,2,2014,"2K Boston,2K Australia"
218620,True,2,2014,
63380,True,2,2023,Rebellion
105600,True,2,2013,Re-Logic
213650,True,2,2014,Power of 2
218230,True,2,2013,Daybreak Game Company
72850,True,2,2013,
4760,True,2,2013,The Creative Assembly
440,True,2,2013,Valve
383790,True,2,2023,Blazing Griffin
440,True,2,2014,Valve
730,True,2,2014,Valve
270880,True,2,2023,SCS Software
218620,True,2,2014,
377160,True,2,2015,Bethesda Game Studios
287700,True,2,2015,Konami Digital Entertainment
107410,True,2,2015,Bohemia Interactive
333930,True,2,2015,Splash Damage
346110,True,2,2015,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
730,True,2,2014,Valve
39000,True,2,2013,
274250,True,2,2014,"Roll7,General Arcade"
226980,True,2,2013,
227940,True,2,2015,Reto-Moto
4000,True,2,2023,Facepunch Studios
440,True,2,2012,Valve
243870,True,2,2014,
730,True,2,2014,Valve
265630,True,2,2014,Fistful of Frags Team
301520,True,2,2014,Freejam
216250,True,2,2013,
8870,True,2,2013,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
338470,True,2,2015,
218620,True,2,2015,
269210,True,2,2023,"Elias Viglione,Jussi Kukkonen"
15750,True,2,2015,Oddworld Inhabitants
620,True,2,2013,Valve
274940,True,2,2014,Digital Confectioners
330830,True,2,2014,Telltale Games
218620,True,2,2015,
4000,True,2,2014,Facepunch Studios
440,True,2,2013,Valve
440,True,2,2015,Valve
230410,True,2,2015,Digital Extremes
630,True,2,2014,Valve
313990,True,2,2014,
440,True,2,2014,Valve
730,True,2,2015,Valve
410340,True,2,2015,LuGus Studios
222880,True,2,2015,New World Interactive
550,True,2,2014,Valve
72850,True,2,2013,
570,True,2,2014,
271240,True,2,2023,Mohawk Games
333930,True,2,2015,Splash Damage
235980,True,2,2013,Swing Swing Submarine
8930,True,2,2012,"Firaxis Games,Aspyr (Mac, Linux)"
102600,True,2,2011,Robot Entertainment
111800,True,2,2011,Swing Swing Submarine
208090,True,2,2015,Edge of Reality
550,True,2,2015,Valve
443580,True,2,2023,LWNA
307050,True,2,2015,
445130,True,2,2023,Lemonsucker Games
322490,True,2,2015,
4000,True,2,2014,Facepunch Studios
319510,True,2,2014,Scott Cawthon
440,True,2,2012,Valve
242050,True,2,2014,Ubisoft Montreal
218620,True,2,2015,
42680,True,2,2013,
8930,True,2,2014,"Firaxis Games,Aspyr (Mac, Linux)"
241540,True,2,2014,Undead Labs
730,True,2,2015,Valve
254440,True,2,2014,Cherry Pop Games
312990,True,2,2014,Free Lives
238430,True,2,2014,"Monochrome, Inc"
8850,True,2,2015,"2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)"
7670,True,2,2015,"2K Boston,2K Australia"
8870,True,2,2015,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
267530,True,2,2015,"TT Fusion,Traveller's Tales,Feral Interactive (Mac)"
730,True,2,2014,Valve
440,True,2,2014,Valve
73170,True,2,2014,Martin Ivanov
41000,True,2,2014,Croteam
218620,True,2,2015,
41010,True,2,2014,
240,True,2,2014,Valve
440,True,2,2013,Valve
218230,True,2,2014,Daybreak Game Company
207610,True,2,2014,Telltale Games
1250,True,2,2014,Tripwire Interactive
42700,True,2,2014,Treyarch
311210,True,2,2023,Treyarch
4000,True,2,2014,Facepunch Studios
113400,True,2,2013,Reloaded Productions
7940,True,2,2012,"Infinity Ward,Aspyr (Mac)"
209870,True,2,2012,Hardsuit Labs
219890,True,2,2015,Alexander Bruce
323180,True,2,2014,Valve
244850,True,2,2014,
49520,True,2,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)"
207610,True,2,2013,Telltale Games
440,True,2,2012,Valve
200510,True,2,2014,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
304930,True,2,2014,Smartly Dressed Games
104900,True,2,2014,"Trek Industries, Inc"
301520,True,2,2014,Freejam
218620,True,2,2023,
304930,True,2,2015,Smartly Dressed Games
252490,True,2,2014,Facepunch Studios
319630,True,2,2023,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
238010,True,2,2015,"Eidos Montreal,Feral Interactive (Mac)"
570,True,2,2015,
107410,True,2,2023,Bohemia Interactive
233450,True,2,2014,Introversion Software
292030,True,2,2015,
323370,True,2,2023,"Bluehole, Inc."
221100,True,2,2014,Bohemia Interactive
322330,True,2,2015,Klei Entertainment
304930,True,2,2015,Smartly Dressed Games
298630,True,2,2015,Mouldy Toof Studios
265630,True,2,2015,Fistful of Frags Team
3390,True,2,2015,"PopCap Games, Inc."
218620,True,2,2015,
218620,True,2,2023,
24240,True,2,2023,OVERKILL Software
550,True,2,2023,Valve
4000,True,2,2023,Facepunch Studios
440,True,2,2023,Valve
730,True,2,2023,Valve
321480,True,2,2023,Croteam
440,True,2,2014,Valve
287390,True,2,2023,4A Games
33930,True,2,2013,Bohemia Interactive
444090,True,2,2023,Hi-Rez Studios
247730,True,2,2014,Phosphor Games Studio
570,True,2,2014,
219640,True,2,2013,Torn Banner Studios
225160,True,2,2013,General Arcade
282900,True,2,2015,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
72850,True,2,2015,
250900,True,2,2015,"Nicalis, Inc."
248310,True,2,2014,GalaxyTrail
4570,True,2,2014,Relic Entertainment
447820,True,2,2023,
236390,True,2,2015,
440,True,2,2011,Valve
238460,True,2,2014,The Behemoth
233610,True,2,2015,
252950,True,2,2015,"Psyonix, Inc."
113200,True,2,2014,Edmund McMillen and Florian Himsl
440,True,2,2014,Valve
221640,True,2,2014,Terry Cavanagh
24200,True,2,2014,Daybreak Game Company
333930,True,2,2015,Splash Damage
252950,True,2,2023,"Psyonix, Inc."
231670,True,2,2014,
39000,True,2,2014,
570,True,2,2014,
4000,True,2,2023,Facepunch Studios
730,True,2,2015,Valve
570,True,2,2014,
322170,True,2,2015,RobTop Games
233250,True,2,2014,
250900,True,2,2014,"Nicalis, Inc."
268750,True,2,2014,SmashGames
264710,True,2,2023,
322330,True,2,2015,Klei Entertainment
224760,True,2,2015,Polytron Corporation
50300,True,2,2013,Yager Development
10180,True,2,2023,"Infinity Ward,Aspyr (Mac)"
236390,True,2,2014,
550,True,2,2014,Valve
105600,True,2,2013,Re-Logic
570,True,2,2014,
39120,True,2,2014,Trion Worlds
204360,True,2,2013,The Behemoth
447820,True,2,2023,
379720,True,2,2023,id Software
730,True,2,2015,Valve
10180,True,2,2015,"Infinity Ward,Aspyr (Mac)"
72850,True,2,2011,
218740,True,2,2014,Might and Delight
423120,True,2,2015,Hosted Games
329440,True,2,2015,Sonic Team
266110,True,2,2015,Terrible Posture Games
570,True,2,2014,
204100,True,2,2014,Rockstar Studios
72850,True,2,2014,
200260,True,2,2023,"Rocksteady Studios,Feral Interactive (Mac)"
206190,True,2,2023,Suspicious Developments
209000,True,2,2014,"WB Games Montreal,Splash Damage"
104900,True,2,2023,"Trek Industries, Inc"
346010,True,2,2015,Spiderling Studios
49520,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)"
219640,True,2,2014,Torn Banner Studios
207610,True,2,2013,Telltale Games
570,True,2,2013,
385800,True,2,2015,
570,True,2,2014,
375950,True,2,2015,Ice Water Games
264380,True,2,2015,stage-nana
341720,True,2,2015,Eat Create Sleep
209370,True,2,2015,Love Conquers All Games
287980,True,2,2015,Dinosaur Polo Club
207230,True,2,2015,CodeBrush Games
440,True,2,2014,Valve
298110,True,2,2015,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
6060,True,2,2015,Pandemic Studios
218620,True,2,2015,
32400,True,2,2015,LucasArts
65980,True,2,2015,"Firaxis Games,Aspyr (Mac, Linux)"
113420,True,2,2012,Reloaded Productions
4000,True,2,2011,Facepunch Studios
24200,True,2,2011,Daybreak Game Company
107900,True,2,2011,
440,True,2,2011,Valve
261570,True,2,2015,Moon Studios GmbH
214770,True,2,2014,DrinkBox Studios
221100,True,2,2015,Bohemia Interactive
730,True,2,2015,Valve
241930,True,2,2014,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
252490,True,2,2015,Facepunch Studios
72850,True,2,2014,
213670,True,2,2014,Obsidian Entertainment
211820,True,2,2014,Chucklefish
4000,True,2,2014,Facepunch Studios
8980,True,2,2013,Gearbox Software
500,True,2,2013,Valve
270880,True,2,2023,SCS Software
110800,True,2,2015,"Team Bondi,Rockstar Leeds"
440,True,2,2014,Valve
12100,True,2,2023,Rockstar Games
730,True,2,2015,Valve
39000,True,2,2014,
231430,True,2,2015,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
225160,True,2,2014,General Arcade
3900,True,2,2014,Firaxis Games
6910,True,2,2014,Ion Storm
391540,True,2,2015,tobyfox
235460,True,2,2023,PlatinumGames
233270,True,2,2013,Ubisoft Montreal
222880,True,2,2015,New World Interactive
500,True,2,2014,Valve
440,True,2,2012,Valve
218230,True,2,2014,Daybreak Game Company
17080,True,2,2014,Hi-Rez Studios
241640,True,2,2013,
107410,True,2,2013,Bohemia Interactive
1200,True,2,2013,Tripwire Interactive
4000,True,2,2014,Facepunch Studios
104900,True,2,2015,"Trek Industries, Inc"
232430,True,2,2014,Fullbright
105600,True,2,2015,Re-Logic
440,True,2,2014,Valve
227300,True,2,2014,SCS Software
72850,True,2,2014,
8930,True,2,2014,"Firaxis Games,Aspyr (Mac, Linux)"
570,True,2,2015,
72850,True,2,2023,
204360,True,2,2012,The Behemoth
65800,True,2,2012,Trendy Entertainment
105600,True,2,2014,Re-Logic
224540,True,2,2014,Jagex Limited
200510,True,2,2023,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
244160,True,2,2015,"Gearbox Software,Aspyr (Mac)"
339800,True,2,2015,HuniePot
231740,True,2,2014,Behold Studios
211820,True,2,2013,Chucklefish
72850,True,2,2014,
209870,True,2,2015,Hardsuit Labs
322170,True,2,2015,RobTop Games
262410,True,2,2014,Noble Empire Corp.
105600,True,2,2014,Re-Logic
228940,True,2,2014,
11020,True,2,2014,Nadeo
105600,True,2,2011,Re-Logic
63200,True,2,2011,Uber Entertainment
107100,True,2,2011,Supergiant Games
24980,True,2,2011,BioWare
17460,True,2,2011,BioWare
219190,True,2,2014,Puppygames
221640,True,2,2014,Terry Cavanagh
204530,True,2,2014,Rocket Bear Games
224760,True,2,2014,Polytron Corporation
239030,True,2,2014,3909
730,True,2,2015,Valve
274940,True,2,2015,Digital Confectioners
43160,True,2,2014,
203770,True,2,2013,Paradox Development Studio
570,True,2,2013,
570,True,2,2014,
4000,True,2,2013,Facepunch Studios
211820,True,2,2023,Chucklefish
236390,True,2,2014,
244850,True,2,2014,
730,True,2,2023,Valve
219640,True,2,2013,Torn Banner Studios
467900,True,2,2023,Frogshark
438790,True,2,2023,Team Murder
423230,True,2,2023,The Game Bakers
304430,True,2,2023,
372000,True,2,2023,"IMCGAMES Co.,Ltd."
271590,True,2,2015,Rockstar North
350080,True,2,2015,MachineGames
405820,True,2,2015,"Iguana Entertainment,Nightdive Studios"
230410,True,2,2014,Digital Extremes
202970,True,2,2014,Treyarch
304930,True,2,2014,Smartly Dressed Games
301520,True,2,2014,Freejam
4000,True,2,2013,Facepunch Studios
50300,True,2,2015,Yager Development
105450,True,2,2023,Ensemble Studios
304930,True,2,2014,Smartly Dressed Games
550,True,2,2015,Valve
416640,True,2,2015,Choice of Games
550,True,2,2014,Valve
620,True,2,2014,Valve
4760,True,2,2014,The Creative Assembly
271290,True,2,2014,
255220,True,2,2015,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
298110,True,2,2023,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
278360,True,2,2023,Gone North Games
423880,True,2,2015,Eyzi
219640,True,2,2015,Torn Banner Studios
8870,True,2,2015,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
332800,True,2,2015,Scott Cawthon
322170,True,2,2015,RobTop Games
440,True,2,2013,Valve
208090,True,2,2014,Edge of Reality
322170,True,2,2015,RobTop Games
204360,True,2,2014,The Behemoth
4000,True,2,2015,Facepunch Studios
239200,True,2,2015,The Chinese Room
323320,True,2,2023,
240,True,2,2015,Valve
319740,True,2,2015,Iridium Studios
236390,True,2,2014,
332800,True,2,2014,Scott Cawthon
359050,True,2,2015,marbenx
209670,True,2,2015,Data Realms
394310,True,2,2023,Lazy Bear Games
243450,True,2,2014,Tate Multimedia
379720,True,2,2023,id Software
292120,True,2,2014,Square Enix
620,True,2,2014,Valve
620,True,2,2011,Valve
22330,True,2,2011,Bethesda Game Studios
15620,True,2,2011,"Relic Entertainment,Feral Interactive (Mac/Linux)"
8930,True,2,2010,"Firaxis Games,Aspyr (Mac, Linux)"
300,True,2,2010,Valve
212180,True,2,2014,
311210,True,2,2015,Treyarch
440,True,2,2014,Valve
319630,True,2,2015,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
274900,True,2,2015,JForce Games
224060,True,2,2015,
421700,True,2,2015,
7670,True,2,2014,"2K Boston,2K Australia"
220440,True,2,2015,Ninja Theory
550,True,2,2013,Valve
316720,True,2,2015,VisualArts/Key
345610,True,2,2015,Frontwing
333600,True,2,2015,
107410,True,2,2014,Bohemia Interactive
270630,True,2,2023,SFB Games
398710,True,2,2015,Digital Melody
96100,True,2,2014,Paul Fisch
239220,True,2,2014,
1250,True,2,2014,Tripwire Interactive
226700,True,2,2014,
218620,True,2,2015,
243470,True,2,2014,Ubisoft
8930,True,2,2015,"Firaxis Games,Aspyr (Mac, Linux)"
70,True,2,2013,Valve
243870,True,2,2015,
440,True,2,2013,Valve
8930,True,2,2014,"Firaxis Games,Aspyr (Mac, Linux)"
259720,True,2,2014,Sakura River Interactive
440,True,2,2012,Valve
3910,True,2,2010,Firaxis Games
251990,True,2,2013,Hanako Games
80000,True,2,2011,BlueGiant Interactive
243870,True,2,2015,
271590,True,2,2015,Rockstar North
242050,True,2,2015,Ubisoft Montreal
272350,True,2,2014,
259080,True,2,2013,Avalanche Studios
440,True,2,2014,Valve
206420,True,2,2014,Deep Silver Volition
265630,True,2,2014,Fistful of Frags Team
264200,True,2,2014,Silver Dollar Games
42160,True,2,2013,
570,True,2,2014,
238960,True,2,2013,
236510,True,2,2014,
730,True,2,2023,Valve
105600,True,2,2013,Re-Logic
301520,True,2,2014,Freejam
227480,True,2,2023,Old School Games
550,True,2,2014,Valve
22230,True,2,2013,ACE Team
49520,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)"
304930,True,2,2014,Smartly Dressed Games
243870,True,2,2014,
208090,True,2,2014,Edge of Reality
214850,True,2,2014,
224260,True,2,2014,No More Room in Hell Team
242760,True,2,2015,Endnight Games Ltd
221100,True,2,2015,Bohemia Interactive
365300,True,2,2023,"Shokunin,Thomas M. Visser,Vincent Thiele"
218620,True,2,2014,
32430,True,2,2014,"LucasArts,Aspyr Studios"
105600,True,2,2013,Re-Logic
284160,True,2,2014,BeamNG
284160,True,2,2014,BeamNG
113400,True,2,2014,Reloaded Productions
730,True,2,2015,Valve
311210,True,2,2015,Treyarch
433850,True,2,2023,Daybreak Game Company
252950,True,2,2023,"Psyonix, Inc."
295110,True,2,2015,
730,True,2,2015,Valve
359550,True,2,2015,Ubisoft Montreal
239220,True,2,2014,
252490,True,2,2014,Facepunch Studios
4000,True,2,2013,Facepunch Studios
208090,True,2,2014,Edge of Reality
72850,True,2,2015,
65800,True,2,2015,Trendy Entertainment
620,True,2,2015,Valve
70000,True,2,2015,800 North and Digital Ranch
359550,True,2,2023,Ubisoft Montreal
386360,True,2,2023,Hi-Rez Studios
235780,True,2,2023,Adam Foster
72850,True,2,2015,
221260,True,2,2015,Tomorrow Corporation
263760,True,2,2014,Secret Exit Ltd.
295110,True,2,2023,
319510,True,2,2014,Scott Cawthon
242880,True,2,2014,Big Robot Ltd
244770,True,2,2015,"Schine, GmbH"
4000,True,2,2013,Facepunch Studios
391540,True,2,2015,tobyfox
244770,True,2,2015,"Schine, GmbH"
4000,True,2,2013,Facepunch Studios
391540,True,2,2015,tobyfox
218620,True,2,2015,
221100,True,2,2014,Bohemia Interactive
35450,True,2,2014,Tripwire Interactive
230410,True,2,2014,Digital Extremes
440,True,2,2013,Valve
418340,True,2,2023,Rooster Teeth Games
346110,True,2,2023,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
222880,True,2,2014,New World Interactive
10,True,2,2014,Valve
295110,True,2,2015,
4000,True,2,2013,Facepunch Studios
240,True,2,2013,Valve
219640,True,2,2014,Torn Banner Studios
221100,True,2,2014,Bohemia Interactive
314970,True,2,2023,Noble Master LLC
466910,True,2,2023,Freakinware Studios
730,True,2,2015,Valve
346110,True,2,2015,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
440,True,2,2014,Valve
1250,True,2,2014,Tripwire Interactive
1250,True,2,2014,Tripwire Interactive
337320,True,2,2023,South East Games
220440,True,2,2014,Ninja Theory
